# ITER#1515 (F57 ref-20-NF-C0, tau=0.36e-6, ntime=150)  - 82.6 ms
# Molecular density (m^-3)
   ix   iy      x           y           z01
    1    1  4.1805E+03 -3.8836E+03  1.088793E+21
    2    1  4.1824E+03 -3.8828E+03  1.201066E+21
    3    1  4.1844E+03 -3.8820E+03  9.616096E+20
    4    1  4.1869E+03 -3.8810E+03  9.159549E+20
    5    1  4.1905E+03 -3.8796E+03  5.658557E+20
    6    1  4.1960E+03 -3.8775E+03  5.949183E+20
    7    1  4.2042E+03 -3.8742E+03  4.445392E+20
    8    1  4.2161E+03 -3.8696E+03  2.951128E+20
    9    1  4.2326E+03 -3.8631E+03  1.801640E+20
   10    1  4.2548E+03 -3.8546E+03  1.747771E+20
   11    1  4.2836E+03 -3.8436E+03  1.000407E+20
   12    1  4.3204E+03 -3.8299E+03  8.293619E+19
   13    1  4.3667E+03 -3.8129E+03  7.656380E+19
   14    1  4.4249E+03 -3.7925E+03  6.126028E+19
   15    1  4.4971E+03 -3.7686E+03  6.740495E+19
   16    1  4.5842E+03 -3.7423E+03  8.189372E+19
   17    1  4.6845E+03 -3.7170E+03  7.850761E+19
   18    1  4.7929E+03 -3.6989E+03  3.398059E+19
   19    1  4.8964E+03 -3.6959E+03  3.207934E+19
   20    1  4.9755E+03 -3.7077E+03  2.539745E+19
   21    1  5.4416E+03 -2.6135E+03  0.000000E+00
   22    1  5.3527E+03 -2.5513E+03  0.000000E+00
   23    1  5.1855E+03 -2.3739E+03  0.000000E+00
   24    1  5.0190E+03 -2.1003E+03  0.000000E+00
   25    1  4.8749E+03 -1.7821E+03  0.000000E+00
   26    1  4.7513E+03 -1.4488E+03  0.000000E+00
   27    1  4.6451E+03 -1.1082E+03  0.000000E+00
   28    1  4.5555E+03 -7.6268E+02  0.000000E+00
   29    1  4.4819E+03 -4.1310E+02  0.000000E+00
   30    1  4.4237E+03 -6.0661E+01  0.000000E+00
   31    1  4.3824E+03  2.9378E+02  0.000000E+00
   32    1  4.3589E+03  6.5012E+02  0.000000E+00
   33    1  4.3515E+03  1.0072E+03  0.000000E+00
   34    1  4.3605E+03  1.3634E+03  0.000000E+00
   35    1  4.3879E+03  1.7170E+03  0.000000E+00
   36    1  4.4377E+03  2.0654E+03  0.000000E+00
   37    1  4.5125E+03  2.4051E+03  0.000000E+00
   38    1  4.6154E+03  2.7294E+03  0.000000E+00
   39    1  4.7504E+03  3.0251E+03  0.000000E+00
   40    1  4.9164E+03  3.2727E+03  0.000000E+00
   41    1  5.1052E+03  3.4555E+03  0.000000E+00
   42    1  5.3135E+03  3.5722E+03  0.000000E+00
   43    1  5.5546E+03  3.6286E+03  0.000000E+00
   44    1  5.8345E+03  3.6189E+03  0.000000E+00
   45    1  6.1357E+03  3.5401E+03  0.000000E+00
   46    1  6.4361E+03  3.4023E+03  0.000000E+00
   47    1  6.7223E+03  3.2179E+03  0.000000E+00
   48    1  6.9892E+03  2.9969E+03  0.000000E+00
   49    1  7.2338E+03  2.7476E+03  0.000000E+00
   50    1  7.4516E+03  2.4737E+03  0.000000E+00
   51    1  7.6402E+03  2.1775E+03  0.000000E+00
   52    1  7.7989E+03  1.8632E+03  0.000000E+00
   53    1  7.9254E+03  1.5344E+03  0.000000E+00
   54    1  8.0173E+03  1.1942E+03  0.000000E+00
   55    1  8.0748E+03  8.4620E+02  0.000000E+00
   56    1  8.0955E+03  4.9507E+02  0.000000E+00
   57    1  8.0760E+03  1.4422E+02  0.000000E+00
   58    1  8.0182E+03 -2.0275E+02  0.000000E+00
   59    1  7.9235E+03 -5.4071E+02  0.000000E+00
   60    1  7.7913E+03 -8.6495E+02  0.000000E+00
   61    1  7.6233E+03 -1.1723E+03  0.000000E+00
   62    1  7.4231E+03 -1.4604E+03  0.000000E+00
   63    1  7.1956E+03 -1.7276E+03  0.000000E+00
   64    1  6.9444E+03 -1.9711E+03  0.000000E+00
   65    1  6.6712E+03 -2.1892E+03  0.000000E+00
   66    1  6.3795E+03 -2.3804E+03  0.000000E+00
   67    1  6.0760E+03 -2.5349E+03  0.000000E+00
   68    1  5.7833E+03 -2.6271E+03  0.000000E+00
   69    1  5.5581E+03 -2.6394E+03  0.000000E+00
   70    1  5.4620E+03 -2.6219E+03  0.000000E+00
   71    1  5.0368E+03 -3.7322E+03  1.926868E+19
   72    1  5.1093E+03 -3.7836E+03  1.914397E+19
   73    1  5.1911E+03 -3.8676E+03  4.432983E+19
   74    1  5.2648E+03 -3.9669E+03  5.730811E+19
   75    1  5.3274E+03 -4.0657E+03  5.593722E+19
   76    1  5.3798E+03 -4.1563E+03  5.526138E+19
   77    1  5.4222E+03 -4.2339E+03  4.316278E+19
   78    1  5.4554E+03 -4.2970E+03  6.464127E+19
   79    1  5.4810E+03 -4.3470E+03  7.271781E+19
   80    1  5.5007E+03 -4.3864E+03  8.653984E+19
   81    1  5.5159E+03 -4.4170E+03  1.259346E+20
   82    1  5.5274E+03 -4.4405E+03  1.844022E+20
   83    1  5.5359E+03 -4.4580E+03  2.883183E+20
   84    1  5.5420E+03 -4.4706E+03  3.881180E+20
   85    1  5.5461E+03 -4.4792E+03  4.664907E+20
   86    1  5.5488E+03 -4.4849E+03  4.910831E+20
   87    1  5.5506E+03 -4.4886E+03  4.219810E+20
   88    1  5.5519E+03 -4.4913E+03  3.838636E+20
   89    1  5.5529E+03 -4.4933E+03  4.534726E+20
   90    1  5.5538E+03 -4.4953E+03  5.217928E+20
    1    2  4.1850E+03 -3.8745E+03  5.160375E+20
    2    2  4.1868E+03 -3.8737E+03  5.278925E+20
    3    2  4.1888E+03 -3.8729E+03  4.835840E+20
    4    2  4.1914E+03 -3.8719E+03  4.736417E+20
    5    2  4.1950E+03 -3.8705E+03  4.010157E+20
    6    2  4.2004E+03 -3.8683E+03  3.312992E+20
    7    2  4.2086E+03 -3.8650E+03  2.716217E+20
    8    2  4.2205E+03 -3.8603E+03  2.598962E+20
    9    2  4.2371E+03 -3.8538E+03  1.435610E+20
   10    2  4.2593E+03 -3.8451E+03  1.537971E+20
   11    2  4.2881E+03 -3.8339E+03  6.850727E+19
   12    2  4.3249E+03 -3.8199E+03  6.839331E+19
   13    2  4.3713E+03 -3.8027E+03  6.671082E+19
   14    2  4.4294E+03 -3.7818E+03  4.786883E+19
