* BM14 3D backspace test			
2.0			
{14 SB}			
8.382269	1.691368	8.508352	0.646507
8.406845	1.699755	8.534309	0.647242
8.523826	1.739674	8.657864	0.650739
8.627044	1.774897	8.766884	0.653824
8.642773	1.780264	8.783496	0.654294
{14 END}			
8.848908	0.656146	8.704704	1.801398
{14 SIDE 13}			
8.261356	1.650107	8.382269	1.691368
8.382269	1.691368	8.406845	1.699755
8.406845	1.699755	8.523826	1.739674
8.523826	1.739674	8.627044	1.774897
8.627044	1.774897	8.642773	1.780264
8.642773	1.780264	8.704704	1.801398
{14 SIDE 15}			
8.380644	0.642893	8.508352	0.646507
8.508352	0.646507	8.534309	0.647242
8.534309	0.647242	8.657864	0.650739
8.657864	0.650739	8.766884	0.653824
8.766884	0.653824	8.783496	0.654294
8.783496	0.654294	8.848908	0.656146
{14 GAP 15}			
8.508352	0.646507	8.509036	0.606607
8.534309	0.647242	8.534993	0.607342
8.657864	0.650739	8.658548	0.610839
8.766884	0.653824	8.767568	0.613924
8.783496	0.654294	8.784180	0.614394
{14 END 15}			
8.848908	0.656146	8.849592	0.616246
{15 SIDE 14}			
8.381328	0.602993	8.509036	0.606607
8.509036	0.606607	8.534993	0.607342
8.534993	0.607342	8.658548	0.610839
8.658548	0.610839	8.767568	0.613924
8.767568	0.613924	8.784180	0.614394
8.784180	0.614394	8.849592	0.616246
